location,location_type,country,state_province,district_county_municipality,city,alt_name1,alt_name2
Colombia-Cundinamarca-Viani,municipality,Colombia,Cundinamarca,Viani,NA,25867,NA
Colombia-Cundinamarca-Villagomez,municipality,Colombia,Cundinamarca,Villagomez,NA,25871,NA
Colombia-Cundinamarca-Villapinzon,municipality,Colombia,Cundinamarca,Villapinzon,NA,25873,NA
Colombia-Cundinamarca-Villeta,municipality,Colombia,Cundinamarca,Villeta,NA,25875,NA
Colombia-Cundinamarca-Viota,municipality,Colombia,Cundinamarca,Viota,NA,25878,NA
Colombia-Cundinamarca-Yacopi,municipality,Colombia,Cundinamarca,Yacopi,NA,25885,NA
Colombia-Cundinamarca-Zipacon,municipality,Colombia,Cundinamarca,Zipacon,NA,25898,NA
Colombia-Cundinamarca-Zipaquira,municipality,Colombia,Cundinamarca,Zipaquira,NA,25899,NA
Colombia-Choco-Unknown,municipality,Colombia,Choco,Unknown,NA,27000,NA
Colombia-Choco-Quibdo,municipality,Colombia,Choco,Quibdo,NA,27001,NA
Colombia-Choco-Acandi,municipality,Colombia,Choco,Acandi,NA,27006,NA
Colombia-Choco-Alto_Baudo,municipality,Colombia,Choco,Alto_Baudo,NA,27025,NA
Colombia-Choco-Atrato,municipality,Colombia,Choco,Atrato,NA,27050,NA
Colombia-Choco-Bagado,municipality,Colombia,Choco,Bagado,NA,27073,NA
Colombia-Choco-Bahia_Solano,municipality,Colombia,Choco,Bahia_Solano,NA,27075,NA
Colombia-Choco-Bajo_Baudo,municipality,Colombia,Choco,Bajo_Baudo,NA,27077,NA
Colombia-Choco-Belen_De_Bajira,municipality,Colombia,Choco,Belen_De_Bajira,NA,27086,NA
Colombia-Choco-Bojaya,municipality,Colombia,Choco,Bojaya,NA,27099,NA
Colombia-Choco-El_Canton_Del_San_Pablo,municipality,Colombia,Choco,El_Canton_Del_San_Pablo,NA,27135,NA
Colombia-Choco-Carmen_Del_Darien,municipality,Colombia,Choco,Carmen_Del_Darien,NA,27150,NA
Colombia-Choco-Certegui,municipality,Colombia,Choco,Certegui,NA,27160,NA
Colombia-Choco-Condoto,municipality,Colombia,Choco,Condoto,NA,27205,NA
Colombia-Choco-El_Carmen_De_Atrato,municipality,Colombia,Choco,El_Carmen_De_Atrato,NA,27245,NA
Colombia-Choco-El_Litoral_Del_San_Juan,municipality,Colombia,Choco,El_Litoral_Del_San_Juan,NA,27250,NA
Colombia-Choco-Istmina,municipality,Colombia,Choco,Istmina,NA,27361,NA
Colombia-Choco-Jurado,municipality,Colombia,Choco,Jurado,NA,27372,NA
Colombia-Choco-Lloro,municipality,Colombia,Choco,Lloro,NA,27413,NA
Colombia-Choco-Medio_Atrato,municipality,Colombia,Choco,Medio_Atrato,NA,27425,NA
Colombia-Choco-Medio_Baudo,municipality,Colombia,Choco,Medio_Baudo,NA,27430,NA
Colombia-Choco-Medio_San_Juan,municipality,Colombia,Choco,Medio_San_Juan,NA,27450,NA
Colombia-Choco-Novita,municipality,Colombia,Choco,Novita,NA,27491,NA
Colombia-Choco-Nuqui,municipality,Colombia,Choco,Nuqui,NA,27495,NA
Colombia-Choco-Rio_Iro,municipality,Colombia,Choco,Rio_Iro,NA,27580,NA
Colombia-Choco-Rio_Quito,municipality,Colombia,Choco,Rio_Quito,NA,27600,NA
Colombia-Choco-Riosucio,municipality,Colombia,Choco,Riosucio,NA,27615,NA
Colombia-Choco-San_Jose_Del_Palmar,municipality,Colombia,Choco,San_Jose_Del_Palmar,NA,27660,NA
Colombia-Choco-Sipi,municipality,Colombia,Choco,Sipi,NA,27745,NA
Colombia-Choco-Tado,municipality,Colombia,Choco,Tado,NA,27787,NA
Colombia-Choco-Unguia,municipality,Colombia,Choco,Unguia,NA,27800,NA
Colombia-Choco-Union_Panamericana,municipality,Colombia,Choco,Union_Panamericana,NA,27810,NA
Colombia-Huila-Unknown,municipality,Colombia,Huila,Unknown,NA,41000,NA
Colombia-Huila-Neiva,municipality,Colombia,Huila,Neiva,NA,41001,NA
Colombia-Huila-Acevedo,municipality,Colombia,Huila,Acevedo,NA,41006,NA
Colombia-Huila-Agrado,municipality,Colombia,Huila,Agrado,NA,41013,NA
Colombia-Huila-Aipe,municipality,Colombia,Huila,Aipe,NA,41016,NA
Colombia-Huila-Algeciras,municipality,Colombia,Huila,Algeciras,NA,41020,NA
Colombia-Huila-Altamira,municipality,Colombia,Huila,Altamira,NA,41026,NA
Colombia-Huila-Baraya,municipality,Colombia,Huila,Baraya,NA,41078,NA
Colombia-Huila-Campoalegre,municipality,Colombia,Huila,Campoalegre,NA,41132,NA
Colombia-Huila-Colombia,municipality,Colombia,Huila,Colombia,NA,41206,NA
Colombia-Huila-Elias,municipality,Colombia,Huila,Elias,NA,41244,NA
Colombia-Huila-Garzon,municipality,Colombia,Huila,Garzon,NA,41298,NA
Colombia-Huila-Gigante,municipality,Colombia,Huila,Gigante,NA,41306,NA
Colombia-Huila-Guadalupe,municipality,Colombia,Huila,Guadalupe,NA,41319,NA
Colombia-Huila-Hobo,municipality,Colombia,Huila,Hobo,NA,41349,NA
Colombia-Huila-Iquira,municipality,Colombia,Huila,Iquira,NA,41357,NA
Colombia-Huila-Isnos,municipality,Colombia,Huila,Isnos,NA,41359,NA
Colombia-Huila-La_Argentina,municipality,Colombia,Huila,La_Argentina,NA,41378,NA
Colombia-Huila-La_Plata,municipality,Colombia,Huila,La_Plata,NA,41396,NA
Colombia-Huila-Nataga,municipality,Colombia,Huila,Nataga,NA,41483,NA
Colombia-Huila-Oporapa,municipality,Colombia,Huila,Oporapa,NA,41503,NA
Colombia-Huila-Paicol,municipality,Colombia,Huila,Paicol,NA,41518,NA
Colombia-Huila-Palermo,municipality,Colombia,Huila,Palermo,NA,41524,NA
Colombia-Huila-Palestina,municipality,Colombia,Huila,Palestina,NA,41530,NA
Colombia-Huila-Pital,municipality,Colombia,Huila,Pital,NA,41548,NA
Colombia-Huila-Pitalito,municipality,Colombia,Huila,Pitalito,NA,41551,NA
Colombia-Huila-Rivera,municipality,Colombia,Huila,Rivera,NA,41615,NA
Colombia-Huila-Saladoblanco,municipality,Colombia,Huila,Saladoblanco,NA,41660,NA
Colombia-Huila-San_Agustin,municipality,Colombia,Huila,San_Agustin,NA,41668,NA
Colombia-Huila-Santa_Maria,municipality,Colombia,Huila,Santa_Maria,NA,41676,NA
Colombia-Huila-Suaza,municipality,Colombia,Huila,Suaza,NA,41770,NA
Colombia-Huila-Tarqui,municipality,Colombia,Huila,Tarqui,NA,41791,NA
Colombia-Huila-Tesalia,municipality,Colombia,Huila,Tesalia,NA,41797,NA
Colombia-Huila-Tello,municipality,Colombia,Huila,Tello,NA,41799,NA
Colombia-Huila-Teruel,municipality,Colombia,Huila,Teruel,NA,41801,NA
Colombia-Huila-Timana,municipality,Colombia,Huila,Timana,NA,41807,NA
Colombia-Huila-Villavieja,municipality,Colombia,Huila,Villavieja,NA,41872,NA
Colombia-Huila-Yaguara,municipality,Colombia,Huila,Yaguara,NA,41885,NA
Colombia-Guajira-Unknown,municipality,Colombia,Guajira,Unknown,NA,44000,NA
Colombia-Guajira-Riohacha,municipality,Colombia,Guajira,Riohacha,NA,44001,NA
Colombia-Guajira-Albania,municipality,Colombia,Guajira,Albania,NA,44035,NA
Colombia-Guajira-Barrancas,municipality,Colombia,Guajira,Barrancas,NA,44078,NA
Colombia-Guajira-Dibulla,municipality,Colombia,Guajira,Dibulla,NA,44090,NA
Colombia-Guajira-Distraccion,municipality,Colombia,Guajira,Distraccion,NA,44098,NA
Colombia-Guajira-El_Molino,municipality,Colombia,Guajira,El_Molino,NA,44110,NA
Colombia-Guajira-Fonseca,municipality,Colombia,Guajira,Fonseca,NA,44279,NA
Colombia-Guajira-Hatonuevo,municipality,Colombia,Guajira,Hatonuevo,NA,44378,NA
Colombia-Guajira-La_Jagua_Del_Pilar,municipality,Colombia,Guajira,La_Jagua_Del_Pilar,NA,44420,NA
Colombia-Guajira-Maicao,municipality,Colombia,Guajira,Maicao,NA,44430,NA
Colombia-Guajira-Manaure,municipality,Colombia,Guajira,Manaure,NA,44560,NA
Colombia-Guajira-San_Juan_Del_Cesar,municipality,Colombia,Guajira,San_Juan_Del_Cesar,NA,44650,NA
Colombia-Guajira-Uribia,municipality,Colombia,Guajira,Uribia,NA,44847,NA
Colombia-Guajira-Urumita,municipality,Colombia,Guajira,Urumita,NA,44855,NA
Colombia-Guajira-Villanueva,municipality,Colombia,Guajira,Villanueva,NA,44874,NA
Colombia-Sta_Marta_DE-Santa_Marta,municipality,Colombia,Sta_Marta_D.E.,Santa_Marta,NA,48001,NA
Colombia-Magdalena-Unknown,municipality,Colombia,Magdalena,Unknown,NA,47000,NA
Colombia-Magdalena-Sitio_Nuevo,municipality,Colombia,Magdalena,Sitio_Nuevo,NA,47745,NA
Colombia-Magdalena-Algarrobo,municipality,Colombia,Magdalena,Algarrobo,NA,47030,NA
Colombia-Magdalena-Aracataca,municipality,Colombia,Magdalena,Aracataca,NA,47053,NA
Colombia-Magdalena-Ariguani,municipality,Colombia,Magdalena,Ariguani,NA,47058,NA
Colombia-Magdalena-Cerro_San_Antonio,municipality,Colombia,Magdalena,Cerro_San_Antonio,NA,47161,NA
Colombia-Magdalena-Chibolo,municipality,Colombia,Magdalena,Chibolo,NA,47170,NA
Colombia-Magdalena-Cienaga,municipality,Colombia,Magdalena,Cienaga,NA,47189,NA
Colombia-Magdalena-Concordia,municipality,Colombia,Magdalena,Concordia,NA,47205,NA
Colombia-Magdalena-El_Banco,municipality,Colombia,Magdalena,El_Banco,NA,47245,NA
Colombia-Magdalena-El_Pinon,municipality,Colombia,Magdalena,El_Pinon,NA,47258,NA
Colombia-Magdalena-El_Reten,municipality,Colombia,Magdalena,El_Reten,NA,47268,NA
Colombia-Magdalena-Fundacion,municipality,Colombia,Magdalena,Fundacion,NA,47288,NA
Colombia-Magdalena-Guamal,municipality,Colombia,Magdalena,Guamal,NA,47318,NA
Colombia-Magdalena-Nueva_Granada,municipality,Colombia,Magdalena,Nueva_Granada,NA,47460,NA
Colombia-Magdalena-Pedraza,municipality,Colombia,Magdalena,Pedraza,NA,47541,NA
Colombia-Magdalena-Pijino_Del_Carmen,municipality,Colombia,Magdalena,Pijino_Del_Carmen,NA,47545,NA
Colombia-Magdalena-Pivijay,municipality,Colombia,Magdalena,Pivijay,NA,47551,NA
Colombia-Magdalena-Plato,municipality,Colombia,Magdalena,Plato,NA,47555,NA
Colombia-Magdalena-Puebloviejo,municipality,Colombia,Magdalena,Puebloviejo,NA,47570,NA
Colombia-Magdalena-Remolino,municipality,Colombia,Magdalena,Remolino,NA,47605,NA
Colombia-Magdalena-Sabanas_De_San_Angel,municipality,Colombia,Magdalena,Sabanas_De_San_Angel,NA,47660,NA
Colombia-Magdalena-Salamina,municipality,Colombia,Magdalena,Salamina,NA,47675,NA
Colombia-Magdalena-San_Sebastian_De_Buenavista,municipality,Colombia,Magdalena,San_Sebastian_De_Buenavista,NA,47692,NA
Colombia-Magdalena-San_Zenon,municipality,Colombia,Magdalena,San_Zenon,NA,47703,NA
Colombia-Magdalena-Santa_Ana,municipality,Colombia,Magdalena,Santa_Ana,NA,47707,NA
Colombia-Magdalena-Santa_Barbara_De_Pinto,municipality,Colombia,Magdalena,Santa_Barbara_De_Pinto,NA,47720,NA
Colombia-Magdalena-Sitionuevo,municipality,Colombia,Magdalena,Sitionuevo,NA,47745,NA
Colombia-Magdalena-Tenerife,municipality,Colombia,Magdalena,Tenerife,NA,47798,NA
Colombia-Magdalena-Zapayan,municipality,Colombia,Magdalena,Zapayan,NA,47960,NA
Colombia-Magdalena-Zona_Bananera,municipality,Colombia,Magdalena,Zona_Bananera,NA,47980,NA
Colombia-Meta-Unknown,municipality,Colombia,Meta,Unknown,NA,50000,NA
Colombia-Meta-Villavicencio,municipality,Colombia,Meta,Villavicencio,NA,50001,NA
Colombia-Meta-Acacias,municipality,Colombia,Meta,Acacias,NA,50006,NA
Colombia-Meta-Barranca_De_Upia,municipality,Colombia,Meta,Barranca_De_Upia,NA,50110,NA
Colombia-Meta-Cabuyaro,municipality,Colombia,Meta,Cabuyaro,NA,50124,NA
Colombia-Meta-Castilla_La_Nueva,municipality,Colombia,Meta,Castilla_La_Nueva,NA,50150,NA
Colombia-Meta-Cubarral,municipality,Colombia,Meta,Cubarral,NA,50223,NA
Colombia-Meta-Cumaral,municipality,Colombia,Meta,Cumaral,NA,50226,NA
Colombia-Meta-El_Calvario,municipality,Colombia,Meta,El_Calvario,NA,50245,NA
Colombia-Meta-El_Castillo,municipality,Colombia,Meta,El_Castillo,NA,50251,NA
Colombia-Meta-El_Dorado,municipality,Colombia,Meta,El_Dorado,NA,50270,NA
Colombia-Meta-Fuente_De_Oro,municipality,Colombia,Meta,Fuente_De_Oro,NA,50287,NA
Colombia-Meta-Granada,municipality,Colombia,Meta,Granada,NA,50313,NA
Colombia-Meta-Guamal,municipality,Colombia,Meta,Guamal,NA,50318,NA
Colombia-Meta-Mapiripan,municipality,Colombia,Meta,Mapiripan,NA,50325,NA
Colombia-Meta-Mesetas,municipality,Colombia,Meta,Mesetas,NA,50330,NA
Colombia-Meta-La_Macarena,municipality,Colombia,Meta,La_Macarena,NA,50350,NA
Colombia-Meta-Uribe,municipality,Colombia,Meta,Uribe,NA,50370,NA
Colombia-Meta-Lejanias,municipality,Colombia,Meta,Lejanias,NA,50400,NA
Colombia-Meta-Puerto_Concordia,municipality,Colombia,Meta,Puerto_Concordia,NA,50450,NA
Colombia-Meta-Puerto_Gaitan,municipality,Colombia,Meta,Puerto_Gaitan,NA,50568,NA
Colombia-Meta-Puerto_Lopez,municipality,Colombia,Meta,Puerto_Lopez,NA,50573,NA
Colombia-Meta-Puerto_Lleras,municipality,Colombia,Meta,Puerto_Lleras,NA,50577,NA
Colombia-Meta-Puerto_Rico,municipality,Colombia,Meta,Puerto_Rico,NA,50590,NA
Colombia-Meta-Restrepo,municipality,Colombia,Meta,Restrepo,NA,50606,NA
Colombia-Meta-San_Carlos_De_Guaroa,municipality,Colombia,Meta,San_Carlos_De_Guaroa,NA,50680,NA
Colombia-Meta-San_Juan_De_Arama,municipality,Colombia,Meta,San_Juan_De_Arama,NA,50683,NA
Colombia-Meta-San_Juanito,municipality,Colombia,Meta,San_Juanito,NA,50686,NA
Colombia-Meta-San_Martin,municipality,Colombia,Meta,San_Martin,NA,50689,NA
Colombia-Meta-Vistahermosa,municipality,Colombia,Meta,Vistahermosa,NA,50711,NA
Colombia-Narino-Unknown,municipality,Colombia,Narino,Unknown,NA,52000,NA
Colombia-Narino-Pasto,municipality,Colombia,Narino,Pasto,NA,52001,NA
Colombia-Narino-Alban,municipality,Colombia,Narino,Alban,NA,52019,NA
Colombia-Narino-Aldana,municipality,Colombia,Narino,Aldana,NA,52022,NA
Colombia-Narino-Ancuya,municipality,Colombia,Narino,Ancuya,NA,52036,NA
Colombia-Narino-Arboleda,municipality,Colombia,Narino,Arboleda,NA,52051,NA
Colombia-Narino-Barbacoas,municipality,Colombia,Narino,Barbacoas,NA,52079,NA
Colombia-Narino-Belen,municipality,Colombia,Narino,Belen,NA,52083,NA
Colombia-Narino-Buesaco,municipality,Colombia,Narino,Buesaco,NA,52110,NA
Colombia-Narino-Colon,municipality,Colombia,Narino,Colon,NA,52203,NA
Colombia-Narino-Consaca,municipality,Colombia,Narino,Consaca,NA,52207,NA
Colombia-Narino-Contadero,municipality,Colombia,Narino,Contadero,NA,52210,NA
Colombia-Narino-Cordoba,municipality,Colombia,Narino,Cordoba,NA,52215,NA
Colombia-Narino-Cuaspud,municipality,Colombia,Narino,Cuaspud,NA,52224,NA
Colombia-Narino-Cumbal,municipality,Colombia,Narino,Cumbal,NA,52227,NA
Colombia-Narino-Cumbitara,municipality,Colombia,Narino,Cumbitara,NA,52233,NA
Colombia-Narino-Chachagui,municipality,Colombia,Narino,Chachagui,NA,52240,NA
Colombia-Narino-El_Charco,municipality,Colombia,Narino,El_Charco,NA,52250,NA
Colombia-Narino-El_Penol,municipality,Colombia,Narino,El_Penol,NA,52254,NA
Colombia-Narino-El_Rosario,municipality,Colombia,Narino,El_Rosario,NA,52256,NA
Colombia-Narino-El_Tablon_De_Gomez,municipality,Colombia,Narino,El_Tablon_De_Gomez,NA,52258,NA
Colombia-Narino-El_Tambo,municipality,Colombia,Narino,El_Tambo,NA,52260,NA
Colombia-Narino-Funes,municipality,Colombia,Narino,Funes,NA,52287,NA
Colombia-Narino-Guachucal,municipality,Colombia,Narino,Guachucal,NA,52317,NA
Colombia-Narino-Guaitarilla,municipality,Colombia,Narino,Guaitarilla,NA,52320,NA
Colombia-Narino-Gualmatan,municipality,Colombia,Narino,Gualmatan,NA,52323,NA
Colombia-Narino-Iles,municipality,Colombia,Narino,Iles,NA,52352,NA
Colombia-Narino-Imues,municipality,Colombia,Narino,Imues,NA,52354,NA
Colombia-Narino-Ipiales,municipality,Colombia,Narino,Ipiales,NA,52356,NA
Colombia-Narino-La_Cruz,municipality,Colombia,Narino,La_Cruz,NA,52378,NA
Colombia-Narino-La_Florida,municipality,Colombia,Narino,La_Florida,NA,52381,NA
Colombia-Narino-La_Llanada,municipality,Colombia,Narino,La_Llanada,NA,52385,NA
Colombia-Narino-La_Tola,municipality,Colombia,Narino,La_Tola,NA,52390,NA
Colombia-Narino-La_Union,municipality,Colombia,Narino,La_Union,NA,52399,NA
Colombia-Narino-Leiva,municipality,Colombia,Narino,Leiva,NA,52405,NA
Colombia-Narino-Linares,municipality,Colombia,Narino,Linares,NA,52411,NA
Colombia-Narino-Los_Andes,municipality,Colombia,Narino,Los_Andes,NA,52418,NA
Colombia-Narino-Magsi,municipality,Colombia,Narino,Magsi,NA,52427,NA
Colombia-Narino-Mallama,municipality,Colombia,Narino,Mallama,NA,52435,NA
Colombia-Narino-Mosquera,municipality,Colombia,Narino,Mosquera,NA,52473,NA
Colombia-Narino-Narino,municipality,Colombia,Narino,Narino,NA,52480,NA
Colombia-Narino-Olaya_Herrera,municipality,Colombia,Narino,Olaya_Herrera,NA,52490,NA
Colombia-Narino-Ospina,municipality,Colombia,Narino,Ospina,NA,52506,NA
Colombia-Narino-Francisco_Pizarro,municipality,Colombia,Narino,Francisco_Pizarro,NA,52520,NA
Colombia-Narino-Policarpa,municipality,Colombia,Narino,Policarpa,NA,52540,NA
Colombia-Narino-Potosi,municipality,Colombia,Narino,Potosi,NA,52560,NA
Colombia-Narino-Providencia,municipality,Colombia,Narino,Providencia,NA,52565,NA
Colombia-Narino-Puerres,municipality,Colombia,Narino,Puerres,NA,52573,NA
Colombia-Narino-Pupiales,municipality,Colombia,Narino,Pupiales,NA,52585,NA
Colombia-Narino-Ricaurte,municipality,Colombia,Narino,Ricaurte,NA,52612,NA
Colombia-Narino-Roberto_Payan,municipality,Colombia,Narino,Roberto_Payan,NA,52621,NA
Colombia-Narino-Samaniego,municipality,Colombia,Narino,Samaniego,NA,52678,NA
Colombia-Narino-Sandona,municipality,Colombia,Narino,Sandona,NA,52683,NA
Colombia-Narino-San_Bernardo,municipality,Colombia,Narino,San_Bernardo,NA,52685,NA
Colombia-Narino-San_Lorenzo,municipality,Colombia,Narino,San_Lorenzo,NA,52687,NA
Colombia-Narino-San_Pablo,municipality,Colombia,Narino,San_Pablo,NA,52693,NA
Colombia-Narino-San_Pedro_De_Cartago,municipality,Colombia,Narino,San_Pedro_De_Cartago,NA,52694,NA
Colombia-Narino-Santa_Barbara,municipality,Colombia,Narino,Santa_Barbara,NA,52696,NA
Colombia-Narino-Santacruz,municipality,Colombia,Narino,Santacruz,NA,52699,NA
Colombia-Narino-Sapuyes,municipality,Colombia,Narino,Sapuyes,NA,52720,NA
Colombia-Narino-Taminango,municipality,Colombia,Narino,Taminango,NA,52786,NA
Colombia-Narino-Tangua,municipality,Colombia,Narino,Tangua,NA,52788,NA
Colombia-Narino-San_Andres_De_Tumaco,municipality,Colombia,Narino,San_Andres_De_Tumaco,NA,52835,NA
Colombia-Narino-Tuquerres,municipality,Colombia,Narino,Tuquerres,NA,52838,NA
Colombia-Narino-Yacuanquer,municipality,Colombia,Narino,Yacuanquer,NA,52885,NA
Colombia-Norte_Santander-Unknown,municipality,Colombia,Norte_Santander,Unknown,NA,54000,NA
Colombia-Norte_Santander-Cucuta,municipality,Colombia,Norte_Santander,Cucuta,NA,54001,NA
Colombia-Norte_Santander-Abrego,municipality,Colombia,Norte_Santander,Abrego,NA,54003,NA
Colombia-Norte_Santander-Arboledas,municipality,Colombia,Norte_Santander,Arboledas,NA,54051,NA
Colombia-Norte_Santander-Bochalema,municipality,Colombia,Norte_Santander,Bochalema,NA,54099,NA
Colombia-Norte_Santander-Bucarasica,municipality,Colombia,Norte_Santander,Bucarasica,NA,54109,NA
Colombia-Norte_Santander-Cacota,municipality,Colombia,Norte_Santander,Cacota,NA,54125,NA
Colombia-Norte_Santander-Cachira,municipality,Colombia,Norte_Santander,Cachira,NA,54128,NA
Colombia-Norte_Santander-Chinacota,municipality,Colombia,Norte_Santander,Chinacota,NA,54172,NA
Colombia-Norte_Santander-Chitaga,municipality,Colombia,Norte_Santander,Chitaga,NA,54174,NA
Colombia-Norte_Santander-Convencion,municipality,Colombia,Norte_Santander,Convencion,NA,54206,NA
Colombia-Norte_Santander-Cucutilla,municipality,Colombia,Norte_Santander,Cucutilla,NA,54223,NA
Colombia-Norte_Santander-Durania,municipality,Colombia,Norte_Santander,Durania,NA,54239,NA
Colombia-Norte_Santander-El_Carmen,municipality,Colombia,Norte_Santander,El_Carmen,NA,54245,NA
Colombia-Norte_Santander-El_Tarra,municipality,Colombia,Norte_Santander,El_Tarra,NA,54250,NA
Colombia-Norte_Santander-El_Zulia,municipality,Colombia,Norte_Santander,El_Zulia,NA,54261,NA
Colombia-Norte_Santander-Gramalote,municipality,Colombia,Norte_Santander,Gramalote,NA,54313,NA
Colombia-Norte_Santander-Hacari,municipality,Colombia,Norte_Santander,Hacari,NA,54344,NA
Colombia-Norte_Santander-Herran,municipality,Colombia,Norte_Santander,Herran,NA,54347,NA
Colombia-Norte_Santander-Labateca,municipality,Colombia,Norte_Santander,Labateca,NA,54377,NA
Colombia-Norte_Santander-La_Esperanza,municipality,Colombia,Norte_Santander,La_Esperanza,NA,54385,NA
Colombia-Norte_Santander-La_Playa,municipality,Colombia,Norte_Santander,La_Playa,NA,54398,NA
Colombia-Norte_Santander-Los_Patios,municipality,Colombia,Norte_Santander,Los_Patios,NA,54405,NA
Colombia-Norte_Santander-Lourdes,municipality,Colombia,Norte_Santander,Lourdes,NA,54418,NA
Colombia-Norte_Santander-Mutiscua,municipality,Colombia,Norte_Santander,Mutiscua,NA,54480,NA
Colombia-Norte_Santander-Ocana,municipality,Colombia,Norte_Santander,Ocana,NA,54498,NA
Colombia-Norte_Santander-Pamplona,municipality,Colombia,Norte_Santander,Pamplona,NA,54518,NA
Colombia-Norte_Santander-Pamplonita,municipality,Colombia,Norte_Santander,Pamplonita,NA,54520,NA
Colombia-Norte_Santander-Puerto_Santander,municipality,Colombia,Norte_Santander,Puerto_Santander,NA,54553,NA
Colombia-Norte_Santander-Ragonvalia,municipality,Colombia,Norte_Santander,Ragonvalia,NA,54599,NA
Colombia-Norte_Santander-Salazar,municipality,Colombia,Norte_Santander,Salazar,NA,54660,NA
Colombia-Norte_Santander-San_Calixto,municipality,Colombia,Norte_Santander,San_Calixto,NA,54670,NA
Colombia-Norte_Santander-San_Cayetano,municipality,Colombia,Norte_Santander,San_Cayetano,NA,54673,NA
Colombia-Norte_Santander-Santiago,municipality,Colombia,Norte_Santander,Santiago,NA,54680,NA
Colombia-Norte_Santander-Sardinata,municipality,Colombia,Norte_Santander,Sardinata,NA,54720,NA
Colombia-Norte_Santander-Silos,municipality,Colombia,Norte_Santander,Silos,NA,54743,NA
Colombia-Norte_Santander-Teorama,municipality,Colombia,Norte_Santander,Teorama,NA,54800,NA
Colombia-Norte_Santander-Tibu,municipality,Colombia,Norte_Santander,Tibu,NA,54810,NA
Colombia-Norte_Santander-Toledo,municipality,Colombia,Norte_Santander,Toledo,NA,54820,NA
Colombia-Norte_Santander-Villa_Caro,municipality,Colombia,Norte_Santander,Villa_Caro,NA,54871,NA
Colombia-Norte_Santander-Villa_Del_Rosario,municipality,Colombia,Norte_Santander,Villa_Del_Rosario,NA,54874,NA
Colombia-Quindio-Unknown,municipality,Colombia,Quindio,Unknown,NA,63000,NA
Colombia-Quindio-Armenia,municipality,Colombia,Quindio,Armenia,NA,63001,NA
Colombia-Quindio-Buenavista,municipality,Colombia,Quindio,Buenavista,NA,63111,NA
Colombia-Quindio-Calarca,municipality,Colombia,Quindio,Calarca,NA,63130,NA
Colombia-Quindio-Circasia,municipality,Colombia,Quindio,Circasia,NA,63190,NA
Colombia-Quindio-Cordoba,municipality,Colombia,Quindio,Cordoba,NA,63212,NA
Colombia-Quindio-Filandia,municipality,Colombia,Quindio,Filandia,NA,63272,NA
Colombia-Quindio-Genova,municipality,Colombia,Quindio,Genova,NA,63302,NA
Colombia-Quindio-La_Tebaida,municipality,Colombia,Quindio,La_Tebaida,NA,63401,NA
Colombia-Quindio-Montenegro,municipality,Colombia,Quindio,Montenegro,NA,63470,NA
Colombia-Quindio-Pijao,municipality,Colombia,Quindio,Pijao,NA,63548,NA
Colombia-Quindio-Quimbaya,municipality,Colombia,Quindio,Quimbaya,NA,63594,NA
Colombia-Quindio-Salento,municipality,Colombia,Quindio,Salento,NA,63690,NA
Colombia-Risaralda-Unknown,municipality,Colombia,Risaralda,Unknown,NA,66000,NA
Colombia-Risaralda-Pereira,municipality,Colombia,Risaralda,Pereira,NA,66001,NA
Colombia-Risaralda-Apia,municipality,Colombia,Risaralda,Apia,NA,66045,NA
Colombia-Risaralda-Balboa,municipality,Colombia,Risaralda,Balboa,NA,66075,NA
Colombia-Risaralda-Belen_De_Umbria,municipality,Colombia,Risaralda,Belen_De_Umbria,NA,66088,NA
Colombia-Risaralda-Dosquebradas,municipality,Colombia,Risaralda,Dosquebradas,NA,66170,NA
Colombia-Risaralda-Guatica,municipality,Colombia,Risaralda,Guatica,NA,66318,NA
Colombia-Risaralda-La_Celia,municipality,Colombia,Risaralda,La_Celia,NA,66383,NA
Colombia-Risaralda-La_Virginia,municipality,Colombia,Risaralda,La_Virginia,NA,66400,NA
Colombia-Risaralda-Marsella,municipality,Colombia,Risaralda,Marsella,NA,66440,NA
Colombia-Risaralda-Mistrato,municipality,Colombia,Risaralda,Mistrato,NA,66456,NA
Colombia-Risaralda-Pueblo_Rico,municipality,Colombia,Risaralda,Pueblo_Rico,NA,66572,NA
Colombia-Risaralda-Quinchia,municipality,Colombia,Risaralda,Quinchia,NA,66594,NA
Colombia-Risaralda-Santa_Rosa_De_Cabal,municipality,Colombia,Risaralda,Santa_Rosa_De_Cabal,NA,66682,NA
Colombia-Risaralda-Santuario,municipality,Colombia,Risaralda,Santuario,NA,66687,NA
Colombia-Santander-Unknown,municipality,Colombia,Santander,Unknown,NA,68000,NA
Colombia-Santander-Bucaramanga,municipality,Colombia,Santander,Bucaramanga,NA,68001,NA
Colombia-Santander-Aguada,municipality,Colombia,Santander,Aguada,NA,68013,NA
Colombia-Santander-Albania,municipality,Colombia,Santander,Albania,NA,68020,NA
Colombia-Santander-Aratoca,municipality,Colombia,Santander,Aratoca,NA,68051,NA
Colombia-Santander-Barbosa,municipality,Colombia,Santander,Barbosa,NA,68077,NA
Colombia-Santander-Barichara,municipality,Colombia,Santander,Barichara,NA,68079,NA
Colombia-Santander-Barrancabermeja,municipality,Colombia,Santander,Barrancabermeja,NA,68081,NA
Colombia-Santander-Betulia,municipality,Colombia,Santander,Betulia,NA,68092,NA
Colombia-Santander-Bolivar,municipality,Colombia,Santander,Bolivar,NA,68101,NA
